City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Pitsunda,GE,43.1592,40.3378,44.78,66,100,8.59,overcast clouds
345,San Jose,US,37.3394,-121.895,49.82,88,100,7.0,overcast clouds
346,Pisco,PE,-13.7,-76.2167,70.02,80,99,5.59,overcast clouds
347,Gayny,RU,60.3071,54.3241,-2.07,97,97,4.23,overcast clouds
348,Christchurch,NZ,-43.5333,172.6333,63.95,53,0,2.3,clear sky
349,Chapais,CA,49.7834,-74.8492,17.38,95,100,11.3,snow
350,Strezhevoy,RU,60.7333,77.5889,7.97,97,100,1.74,light snow
351,Los Arcos,PH,8.6328,125.9856,73.69,99,68,1.57,broken clouds
352,Ajaccio,FR,42.0,8.9167,58.98,63,0,5.75,clear sky
353,Colombes,FR,48.9167,2.25,54.16,69,75,16.11,broken clouds
354,Hovd,MN,48.0056,91.6419,-2.34,83,19,1.57,few clouds
355,Mabaruma,GY,8.2,-59.7833,77.68,88,23,3.69,few clouds
356,Kununurra,AU,-15.7667,128.7333,78.78,94,100,3.44,overcast clouds
357,Bairiki,KI,1.3292,172.9752,79.61,82,44,13.13,light rain
358,Port Macquarie,AU,-31.4333,152.9167,67.89,87,93,6.67,overcast clouds
359,Moron,AR,-34.6534,-58.6198,82.02,45,5,4.65,clear sky
360,Coquimbo,CL,-29.9533,-71.3436,66.9,74,10,6.53,clear sky
361,Esna,EG,25.2934,32.554,72.09,28,0,10.69,clear sky
362,Axim,GH,4.8699,-2.2405,86.81,57,56,9.37,broken clouds
363,Kendal,GB,54.3268,-2.7476,45.59,82,100,29.73,overcast clouds
364,Okhotsk,RU,59.3833,143.3,-8.25,86,42,9.51,scattered clouds
365,Ayan,RU,56.45,138.1667,-2.51,78,5,8.03,clear sky
366,Newton,US,42.337,-71.2092,39.0,79,100,4.0,overcast clouds
367,Xique-Xique,BR,-10.8218,-42.7263,84.07,56,6,8.66,clear sky
368,Kismayo,SO,-0.3582,42.5454,81.12,71,13,18.63,few clouds
369,Balkhash,KZ,46.844,74.9804,16.38,97,100,1.83,overcast clouds
370,Outram,MY,1.2829,103.8379,77.07,88,75,6.91,broken clouds
371,Cascais,PT,38.6979,-9.4215,65.97,93,40,15.01,scattered clouds
372,Rognan,NO,67.0953,15.3878,30.34,82,100,15.03,overcast clouds
373,Pineville,US,31.3224,-92.4343,67.89,68,100,11.5,overcast clouds
374,San Vicente,AR,-26.6167,-54.1333,83.23,29,0,5.53,clear sky
375,Camabatela,AO,-8.1881,15.375,75.99,59,56,6.85,light rain
376,Yokadouma,CM,3.5167,15.05,97.25,14,33,3.33,scattered clouds
377,Yeppoon,AU,-23.1333,150.7333,71.38,82,6,5.53,clear sky
378,Boffa,GN,10.1667,-14.0333,92.86,28,79,2.66,broken clouds
379,Salalah,OM,17.0151,54.0924,80.69,24,19,16.11,few clouds
380,Mingrelskaya,RU,45.0134,38.3379,42.22,69,18,4.65,few clouds
381,Wewak,PG,-3.5534,143.6268,77.86,89,100,14.34,overcast clouds
382,Potchefstroom,ZA,-26.7167,27.1,78.01,41,98,6.71,overcast clouds
383,Outjo,NA,-20.1167,16.15,91.72,22,99,1.97,overcast clouds
384,Keflavik,IS,64.0049,-22.5624,19.83,68,20,10.36,few clouds
385,Monterey,US,36.2505,-121.2516,44.19,85,100,5.21,overcast clouds
386,Port Lincoln,AU,-34.7333,135.8667,59.38,69,0,15.1,clear sky
387,Ponta Do Sol,PT,32.6667,-17.1,73.71,70,0,6.33,clear sky
388,Gravdal,NO,68.1214,13.5031,33.69,51,0,21.85,clear sky
389,Dakar,SN,14.6937,-17.4441,69.67,82,100,3.15,light rain
390,Mnogovershinnyy,RU,53.9353,139.9242,-10.57,92,52,4.76,broken clouds
391,Soe,ID,-9.8607,124.284,68.59,87,100,5.86,overcast clouds
392,Ercis,TR,39.0287,43.3586,29.91,64,10,0.72,clear sky
393,Praia Da Vitoria,PT,38.7333,-27.0667,62.62,86,100,23.67,overcast clouds
394,Langevag,NO,62.4375,6.1892,48.92,61,75,14.97,broken clouds
395,Minuri,PH,16.535,121.8574,69.15,99,100,0.83,overcast clouds
396,Portland,US,45.5234,-122.6762,43.84,93,100,3.0,light rain
397,Evensk,RU,61.95,159.2333,-8.07,76,89,10.4,overcast clouds
398,Porto Novo,BJ,6.4965,2.6036,90.64,36,76,9.4,broken clouds
399,Grand-Santi,GF,4.25,-54.3833,72.88,97,100,1.54,overcast clouds
400,Havoysund,NO,70.9963,24.6622,25.03,65,100,10.0,overcast clouds
401,Deputatskiy,RU,69.3,139.9,-32.85,99,64,4.47,broken clouds
402,Camana,PE,-16.6228,-72.7111,71.02,85,100,8.16,overcast clouds
403,Buin,CL,-33.7333,-70.75,86.05,18,0,6.06,clear sky
404,Mount Gambier,AU,-37.8333,140.7667,53.26,73,100,7.81,overcast clouds
405,Grand Gaube,MU,-20.0064,57.6608,80.38,66,34,3.0,scattered clouds
406,Shu,KZ,43.5983,73.7614,31.73,91,100,3.85,light snow
407,Takoradi,GH,4.8845,-1.7554,84.9,61,36,10.47,scattered clouds
408,Dondukovskaya,RU,44.8819,40.3627,35.2,73,20,2.57,few clouds
409,Fremont,US,37.5483,-121.9886,50.38,91,100,6.91,overcast clouds
410,Talnakh,RU,69.4865,88.3972,-23.39,98,23,4.14,few clouds
411,Manokwari,ID,-0.8667,134.0833,77.95,81,100,5.75,overcast clouds
412,Verkh-Usugli,RU,52.7,115.1667,-5.24,98,100,1.9,overcast clouds
413,Severo-Yeniseyskiy,RU,60.3725,93.0408,-10.08,100,100,2.95,overcast clouds
414,Kyren,RU,51.6828,102.1408,11.71,82,97,0.36,overcast clouds
415,Seidu,SL,9.0167,-10.6,90.97,23,24,5.03,few clouds
416,Koumac,NC,-20.5667,164.2833,78.01,87,100,7.49,overcast clouds
417,Pangnirtung,CA,66.1451,-65.7125,6.8,85,100,3.44,light snow
418,Hadejia,NG,12.4498,10.0444,81.36,11,63,16.31,broken clouds
419,Astaneh-Ye Ashrafiyeh,IR,37.2596,49.9444,51.73,77,81,5.3,broken clouds
420,Ahipara,NZ,-35.1667,173.1667,61.3,92,7,2.64,clear sky
421,Tukrah,LY,32.5341,20.5791,65.73,62,0,8.05,clear sky
422,Binzhou,CN,37.3667,118.0167,25.52,31,0,1.34,clear sky
423,Isangel,VU,-19.55,169.2667,79.75,90,100,28.27,heavy intensity rain
424,San Patricio,US,28.017,-97.5169,65.16,94,23,4.56,few clouds
425,Bilibino,RU,68.0546,166.4372,-24.97,99,99,2.42,overcast clouds
426,Qaqortoq,GL,60.7167,-46.0333,8.83,63,0,7.83,clear sky
427,Estacion Coahuila,MX,32.1939,-115.0017,54.9,92,73,2.59,broken clouds
428,Matara,LK,5.9485,80.5353,76.77,83,38,9.48,scattered clouds
429,Placer,US,39.0666,-120.7677,36.36,92,100,4.0,snow
430,Cabinda,AO,-5.55,12.2,82.62,74,90,8.93,light rain
431,Vila Velha,BR,-20.3297,-40.2925,89.55,66,20,15.01,few clouds
432,Minab,IR,27.1467,57.0801,68.0,35,0,17.36,clear sky
433,Alofi,NU,-19.0595,-169.9187,79.63,76,93,7.72,light rain
434,Patan,NP,27.6667,85.3333,48.58,81,40,6.91,mist
435,Leshukonskoye,RU,64.8989,45.7622,5.14,96,100,4.36,overcast clouds
436,Felanitx,ES,39.4696,3.1483,66.13,58,12,16.51,few clouds
437,Visby,SE,57.6409,18.296,44.06,100,100,19.57,overcast clouds
438,Cobija,BO,-11.0267,-68.7692,82.58,74,75,9.22,broken clouds
439,San Quintin,MX,30.4833,-115.95,57.25,87,97,7.63,overcast clouds
440,Anadyr,RU,64.75,177.4833,-16.1,69,0,11.18,clear sky
441,Patea,NZ,-39.7583,174.4833,58.98,83,0,10.38,clear sky
442,Dunda,TZ,-8.1167,34.25,73.54,77,100,2.21,light rain
443,Lodja,CD,-3.4833,23.4333,72.7,90,100,4.43,overcast clouds
444,Nyurba,RU,63.2842,118.3319,-12.41,96,100,6.71,overcast clouds
445,Concordia,AR,-31.393,-58.0209,78.87,53,0,1.14,clear sky
446,Monster,NL,52.0258,4.175,49.98,88,75,17.27,broken clouds
447,Salisbury,GB,51.0693,-1.7957,49.57,68,20,19.57,few clouds
448,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,77.14,80,99,4.14,light rain
449,Ambulu,ID,-8.345,113.6058,76.1,91,100,2.39,overcast clouds
450,Sorong,ID,-0.8833,131.25,82.06,78,100,11.92,light rain
451,Sibu,MY,2.3,111.8167,73.42,90,98,1.36,overcast clouds
452,Nabire,ID,-3.3667,135.4833,76.19,90,100,2.77,overcast clouds
453,Qostanay,KZ,53.1667,63.5833,8.89,85,100,6.71,light snow
454,Marrakesh,MA,31.6315,-8.0083,75.27,23,0,3.44,clear sky
455,Burnie,AU,-41.0667,145.9167,58.95,81,80,13.67,broken clouds
456,Mantua,IT,45.1667,10.7833,49.24,89,100,1.01,overcast clouds
457,Voi,KE,-3.3945,38.563,83.7,44,95,9.37,overcast clouds
458,Fayaoue,NC,-20.65,166.5333,81.19,80,100,12.97,overcast clouds
459,Hammerfest,NO,70.6634,23.6821,28.85,37,0,9.22,clear sky
460,Banda Aceh,ID,5.5577,95.3222,77.59,80,96,9.01,overcast clouds
461,Pundaguitan,PH,6.3711,126.1689,81.32,79,77,8.05,broken clouds
462,Nova Vicosa,BR,-17.8919,-39.3719,83.55,66,100,10.83,overcast clouds
463,Akhmim,EG,26.5622,31.745,69.96,24,0,12.48,clear sky
464,Vetovo,BG,43.7,26.2667,46.87,58,2,4.0,clear sky
465,Barstow,US,34.8986,-117.0228,48.16,81,100,6.2,overcast clouds
466,Tura,IN,25.5198,90.2201,55.4,58,5,2.62,clear sky
467,Broken Hill,AU,-31.95,141.4333,74.26,40,0,15.41,clear sky
468,Erdenet,MN,49.0333,104.0833,-3.6,92,44,5.08,scattered clouds
469,El Dovio,CO,4.5079,-76.2362,64.13,87,82,2.21,broken clouds
470,Lipari,IT,38.4674,14.954,65.21,68,97,8.88,overcast clouds
471,Vostok,RU,46.4856,135.8833,-5.19,99,100,4.29,overcast clouds
472,Hoa Binh,VN,20.8133,105.3383,55.26,79,99,2.84,overcast clouds
473,Shelburne,CA,44.0787,-80.2041,38.59,82,99,16.58,overcast clouds
474,Saint-Joseph,RE,-21.3667,55.6167,79.18,80,53,5.75,light rain
475,Kroya,ID,-7.6331,109.2461,78.4,85,97,2.39,moderate rain
476,Pedra Branca,BR,-5.4542,-39.7172,87.01,43,59,8.59,broken clouds
477,Crossville,US,35.949,-85.0269,48.83,67,19,9.71,few clouds
478,Urusha,RU,54.05,122.9,-12.82,98,99,1.45,overcast clouds
479,Dawlatabad,AF,36.4141,64.9053,42.37,77,31,3.89,scattered clouds
480,Mountain Home,US,43.133,-115.6912,24.28,89,0,9.22,clear sky
481,Moose Factory,CA,51.2585,-80.6094,24.78,93,100,5.75,light snow
482,Beidao,CN,34.5686,105.8933,29.8,57,0,4.07,clear sky
483,Zorgo,BF,12.2489,-0.6158,89.06,12,3,15.12,clear sky
484,San Juan,AR,-31.5375,-68.5364,81.57,22,0,3.69,clear sky
485,Cortez,US,37.3489,-108.5859,24.69,93,75,5.75,broken clouds
486,Salekhard,RU,66.53,66.6019,-13.92,100,94,2.26,overcast clouds
487,Umm Lajj,SA,25.0213,37.2685,75.51,31,0,8.99,clear sky
488,Southbridge,US,42.0751,-72.0334,39.31,77,100,5.01,overcast clouds
489,Finschhafen,PG,-6.6024,147.8681,80.2,80,100,7.47,moderate rain
490,Meulaboh,ID,4.1363,96.1285,76.8,85,45,2.62,scattered clouds
491,Tomatlan,MX,19.9333,-105.25,63.77,46,0,4.0,clear sky
492,Comodoro Rivadavia,AR,-45.8667,-67.5,75.06,27,0,20.71,clear sky
493,Bethel,US,41.3712,-73.414,40.01,74,0,1.99,clear sky
494,Necochea,AR,-38.5473,-58.7368,75.06,28,8,8.57,clear sky
495,Sangar,RU,63.9242,127.4739,-16.89,95,100,4.72,overcast clouds
496,Ipixuna,BR,-1.7625,-48.8043,74.44,91,100,1.54,overcast clouds
497,Sudzha,RU,51.1976,35.2726,32.79,83,99,12.95,overcast clouds
498,Monroe,US,43.1501,-77.6831,45.91,55,40,14.97,scattered clouds
499,Hailar,CN,49.2,119.7,-13.22,98,20,6.6,few clouds
500,Gamba,GA,-2.65,10.0,83.66,69,100,8.5,overcast clouds
501,Nuuk,GL,64.1835,-51.7216,18.21,73,20,12.66,few clouds
502,Pontianak,ID,-0.0333,109.3333,76.98,83,20,2.3,few clouds
503,Galveston,US,29.3669,-94.9669,66.18,96,100,8.05,mist
504,Lethem,GY,3.3803,-59.7968,85.3,54,18,11.99,few clouds
505,Palmer,US,42.1584,-72.3287,41.25,71,75,0.0,broken clouds
506,Baculin,PH,7.4525,126.5842,78.01,89,76,3.36,broken clouds
507,Mongo,TD,12.1844,18.693,85.26,13,1,5.03,clear sky
508,Beloha,MG,-25.1667,45.05,87.51,50,34,11.14,scattered clouds
509,Babu,CN,24.4167,111.5167,43.45,75,76,8.21,broken clouds
510,Manoel Urbano,BR,-8.8389,-69.2597,78.98,79,100,4.18,overcast clouds
511,Sinnamary,GF,5.3833,-52.95,78.42,75,97,5.32,overcast clouds
512,Egvekinot,RU,66.3167,-179.1667,-15.65,87,68,9.89,broken clouds
513,Mvuma,ZW,-19.2792,30.5283,88.95,22,12,6.2,few clouds
514,Aripuana,BR,-9.1667,-60.6333,86.34,61,99,1.95,overcast clouds
515,Plouzane,FR,48.3833,-4.6167,48.52,87,40,14.97,scattered clouds
516,Akdepe,TM,42.0551,59.3788,40.03,59,99,7.11,overcast clouds
517,Strelitsa,RU,51.6083,38.9102,34.16,88,99,11.43,overcast clouds
518,Eyl,SO,7.9803,49.8164,78.69,63,100,23.15,overcast clouds
519,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,73,20,11.5,few clouds
520,Pampa,US,35.5362,-100.9599,50.04,34,0,28.77,clear sky
521,Cabo San Lucas,MX,22.8909,-109.9124,60.1,62,59,1.41,broken clouds
522,Sidi Ali,DZ,36.0998,0.4206,61.23,66,0,12.1,clear sky
523,Mandera,KE,3.9366,41.867,94.55,17,32,18.23,scattered clouds
524,Colares,PT,38.7992,-9.4469,65.79,90,40,15.01,scattered clouds
525,Jishou,CN,28.3167,109.7167,39.97,63,6,2.33,clear sky
526,Sungurlu,TR,40.1675,34.3739,44.13,65,7,2.24,clear sky
527,Tual,ID,-5.6667,132.75,84.25,75,100,17.78,overcast clouds
528,Batagay-Alyta,RU,67.8006,130.4114,-15.65,99,100,3.44,overcast clouds
529,Tuatapere,NZ,-46.1333,167.6833,52.84,81,51,8.48,broken clouds
530,Dukat,RU,62.55,155.55,-29.65,100,100,4.29,overcast clouds
531,Golkoy,TR,40.6875,37.6178,40.41,87,4,1.57,clear sky
532,Nsukka,NG,6.8561,7.3927,94.15,13,6,6.35,clear sky
533,Kalmunai,LK,7.4167,81.8167,77.32,78,78,6.82,broken clouds
534,Manado,ID,1.487,124.8455,79.57,94,40,1.14,scattered clouds
535,Katangli,RU,51.7102,143.2326,-2.43,89,100,10.78,overcast clouds
536,Voskresenskoye,RU,56.8381,45.4317,13.35,98,98,3.67,overcast clouds
537,Biak,ID,-0.9131,122.8766,77.32,81,100,4.56,overcast clouds
538,Orotukan,RU,62.2667,151.7,-28.75,97,12,2.75,few clouds
539,La Asuncion,VE,11.0333,-63.8628,78.75,76,12,11.56,few clouds
540,North Bend,US,43.4065,-124.2243,45.91,100,100,6.91,overcast clouds
541,Neiafu,TO,-18.65,-173.9833,75.88,94,40,0.0,scattered clouds
542,Qasigiannguit,GL,68.8193,-51.1922,-2.24,74,100,4.81,overcast clouds
543,Halifax,CA,44.6453,-63.5724,30.22,84,100,1.99,light snow
544,Shiraz,IR,29.6036,52.5388,49.44,43,0,0.0,clear sky
545,At-Bashi,KG,41.1702,75.8106,10.49,70,100,1.99,overcast clouds
546,Puerto Rondon,CO,6.2805,-71.1,83.34,56,32,9.06,scattered clouds
547,Castrillon,ES,43.3979,-6.7922,53.28,86,100,4.56,overcast clouds
548,Manitouwadge,CA,49.1215,-85.8403,32.5,99,100,4.59,overcast clouds
549,Golyshmanovo,RU,56.3979,68.3728,-7.26,100,90,5.08,overcast clouds
550,Basco,PH,20.4487,121.9702,74.1,79,100,24.14,overcast clouds
551,Prince Rupert,CA,54.3161,-130.3201,34.34,78,100,10.31,overcast clouds
552,Dordrecht,NL,51.81,4.6736,50.0,81,100,11.99,overcast clouds
553,Kijang,KR,35.2442,129.2139,36.3,47,100,5.17,overcast clouds
554,Honiara,SB,-9.4333,159.95,76.93,85,100,3.51,overcast clouds
555,Lisakovsk,KZ,52.5369,62.4936,13.5,97,100,4.65,overcast clouds
556,Maarianhamina,AX,60.0973,19.9348,39.06,100,100,16.11,moderate rain
557,Makakilo City,US,21.3469,-158.0858,67.98,89,0,4.61,clear sky
558,Tungor,RU,53.3808,142.9564,-3.39,89,88,17.52,overcast clouds
559,Mindelo,CV,16.8901,-24.9804,72.86,67,0,18.5,clear sky
560,Claremore,US,36.3126,-95.6161,61.11,88,0,16.11,clear sky
561,Shizilu,CN,35.1711,118.8289,28.62,41,8,3.71,clear sky
562,The Valley,AI,18.217,-63.0578,82.09,69,40,18.41,scattered clouds
563,Barcelos,PT,41.5388,-8.6151,59.14,97,100,2.39,light rain
564,Puerto Madero,MX,14.7208,-92.4215,73.6,100,0,0.0,clear sky
565,Brae,GB,60.3964,-1.353,44.2,74,100,25.21,light rain
566,Waddan,LY,29.1614,16.139,68.56,25,45,0.29,scattered clouds
567,Yekimovichi,RU,54.1129,33.2965,30.15,98,100,5.21,overcast clouds
568,Cedar City,US,37.6775,-113.0619,16.77,79,0,0.0,clear sky
569,Port Blair,IN,11.6667,92.75,77.61,71,39,7.81,scattered clouds
570,Beyneu,KZ,45.3167,55.2,33.28,99,100,6.62,overcast clouds
571,Bima,ID,-8.4667,118.7167,76.69,94,97,4.29,heavy intensity rain
572,Poronaysk,RU,49.2167,143.1167,0.97,94,44,6.04,scattered clouds
573,Mityana,UG,0.4175,32.0228,72.25,76,100,3.85,light rain
574,Cozumel,MX,20.5083,-86.9458,75.07,94,100,8.05,moderate rain
575,Menongue,AO,-14.6585,17.691,91.31,20,100,10.85,overcast clouds
576,Radhanpur,IN,23.8333,71.6,70.79,26,2,5.99,clear sky
577,Goderich,CA,43.7501,-81.7165,41.92,88,45,24.79,scattered clouds
578,Camacupa,AO,-12.0167,17.4833,66.0,88,100,2.53,overcast clouds
579,Peniche,PT,39.3558,-9.3811,64.56,90,100,22.19,overcast clouds
580,Roebourne,AU,-20.7833,117.1333,88.38,48,69,14.65,light rain
581,Wunsiedel,DE,50.0333,12.0167,50.29,80,85,17.0,overcast clouds
582,Yagodnoye,RU,62.55,149.6667,-30.3,98,26,3.53,scattered clouds
583,Chokwe,MZ,-24.5333,32.9833,95.32,29,100,4.94,overcast clouds
584,Pinega,RU,64.7001,43.3936,10.0,97,100,4.56,overcast clouds
585,Inuvik,CA,68.3499,-133.7218,-6.84,71,100,6.91,light snow
586,Meadow Lake,US,34.8014,-106.5436,35.4,75,15,7.56,few clouds
587,Northam,GB,51.0333,-4.2167,47.61,81,45,24.54,scattered clouds
588,Kolokani,ML,13.5728,-8.0339,88.95,11,100,14.45,overcast clouds
589,San Cristobal,VE,7.7669,-72.225,66.38,66,15,0.45,few clouds
590,Harper,LR,4.375,-7.7169,84.33,64,41,10.74,scattered clouds
591,Belmonte,BR,-15.8631,-38.8828,80.56,75,57,8.23,broken clouds
592,Vestmanna,FO,62.1564,-7.1664,36.52,65,75,8.05,broken clouds
593,Caibarien,CU,22.5206,-79.4669,74.52,80,45,13.51,scattered clouds
594,Sakmara,RU,51.9844,55.3338,19.42,95,100,13.44,snow
595,Chumikan,RU,54.7183,135.315,-4.13,84,11,20.0,few clouds
596,Moissala,TD,8.3404,17.7663,93.02,12,2,5.44,clear sky
597,Pecos,US,31.4229,-103.4932,53.31,53,0,9.22,clear sky
598,Maracaibo,VE,10.6317,-71.6406,80.89,65,3,2.93,clear sky
599,Labuan,MY,5.2767,115.2417,80.26,79,100,19.73,overcast clouds
600,Komsomolskiy,UZ,40.4272,71.7189,36.32,64,100,4.61,haze
601,Lamont,US,35.2597,-118.9143,53.08,78,100,4.03,overcast clouds
602,Dalhousie,IN,32.5333,75.9833,37.92,82,100,4.36,overcast clouds
603,Jaguarao,BR,-32.5661,-53.3758,77.52,27,0,12.59,clear sky
604,Miki,JP,34.8,134.9833,46.0,70,9,3.42,clear sky
605,Ustye,RU,59.6304,39.736,-1.16,100,81,1.07,broken clouds
606,Kholodnyy,RU,62.7167,147.95,-38.81,100,84,0.81,broken clouds
607,Noumea,NC,-22.2763,166.4572,80.01,99,100,11.34,overcast clouds
608,Xuddur,SO,4.1213,43.8894,87.76,22,2,20.85,clear sky
609,Saint Anthony,US,45.0205,-93.218,30.99,93,0,0.0,mist
610,Veraval,IN,20.9,70.3667,73.67,61,1,12.1,clear sky
611,Languyan,PH,5.2618,120.0807,78.98,85,77,10.2,broken clouds
612,Sarab,IR,38.6066,44.9883,37.71,53,13,3.33,few clouds
613,Inhambane,MZ,-23.865,35.3833,83.05,57,10,13.27,clear sky
614,Korgen,NO,66.0771,13.8153,30.33,84,100,12.55,overcast clouds
615,Killam,CA,52.7834,-111.8518,-10.05,100,77,3.49,broken clouds
616,Bretzfeld,DE,49.1794,9.4383,55.72,67,100,11.14,overcast clouds
617,Cabedelo,BR,-6.9811,-34.8339,88.47,68,100,10.65,overcast clouds
618,Quatre Cocos,MU,-20.2078,57.7625,80.1,67,21,6.98,few clouds
619,Iralaya,HN,15.0,-83.2333,78.4,80,6,11.16,light rain
620,Lishu,CN,43.3047,124.3278,5.81,89,5,6.73,clear sky
621,Skibbereen,IE,51.55,-9.2667,46.11,69,25,19.86,scattered clouds
622,Shimoda,JP,34.6667,138.95,43.11,62,0,23.2,clear sky
623,Fulton,US,33.7668,-84.4499,47.08,69,0,6.91,clear sky
624,Concepcion Del Uruguay,AR,-32.4825,-58.2372,86.25,47,0,1.99,clear sky
625,Jaque,PA,7.5175,-78.1703,79.41,81,16,2.33,few clouds
626,Chara,RU,56.9064,118.2631,-5.19,93,67,0.76,broken clouds
627,Sola,VU,-13.8833,167.55,82.36,73,100,14.83,overcast clouds
628,Sorland,NO,67.667,12.6934,37.26,70,100,29.93,light rain
629,Tecoanapa,MX,16.5167,-98.75,72.73,70,68,4.16,broken clouds
630,Caraballeda,VE,10.6112,-66.8522,84.87,71,20,3.44,few clouds
631,Pointe-Noire,CG,-4.7761,11.8635,83.43,72,82,9.95,broken clouds
632,Whitehorse,CA,60.7161,-135.0538,8.31,84,83,4.0,broken clouds
633,Champerico,GT,14.3,-91.9167,77.54,71,2,4.54,clear sky
634,Dhidhdhoo,MV,6.8833,73.1,81.3,78,68,17.47,broken clouds
635,Yaritagua,VE,10.08,-69.1261,79.43,59,19,3.87,few clouds
636,Sanandaj,IR,35.3144,46.9923,40.51,49,36,3.29,scattered clouds
637,Tres Arroyos,AR,-38.3739,-60.2798,81.75,16,2,10.47,clear sky
638,Poros,GR,37.4994,23.4536,58.86,70,27,3.62,scattered clouds
639,Tahoua,NE,14.8888,5.2692,83.46,12,4,16.62,clear sky
640,Ambunti,PG,-4.2365,142.8448,73.87,98,100,2.19,light rain
641,Acoyapa,NI,11.9703,-85.1711,74.93,84,60,14.2,broken clouds
642,Lagoa,PT,39.05,-27.9833,61.47,87,100,34.27,overcast clouds
643,Batemans Bay,AU,-35.7167,150.1833,58.96,94,85,4.45,light rain
644,Bathsheba,BB,13.2167,-59.5167,83.01,78,40,21.85,light rain
645,Saint Stephen,GB,50.3333,-4.9,47.03,87,40,20.71,light intensity shower rain
646,Daru,PG,-9.0763,143.2092,78.51,85,100,4.47,overcast clouds
647,Lichtenburg,ZA,-26.152,26.1597,77.09,45,95,10.0,overcast clouds
648,Hellin,ES,38.5106,-1.701,61.45,34,72,16.13,broken clouds
649,Marawi,PH,7.9986,124.2928,68.7,96,100,1.88,overcast clouds
650,Rio Gallegos,AR,-51.6226,-69.2181,53.65,50,20,40.29,few clouds
651,Madang,PG,-5.2246,145.7966,75.31,90,100,5.48,overcast clouds
652,Hamilton,US,39.1834,-84.5333,49.59,72,100,9.22,overcast clouds
653,Chimbote,PE,-9.0853,-78.5783,71.15,80,77,4.21,broken clouds
654,Siquirres,CR,10.0975,-83.5066,78.96,70,76,0.63,broken clouds
655,Tigzirt,DZ,36.8886,4.1198,63.95,58,100,10.54,overcast clouds
656,Grindavik,IS,63.8424,-22.4338,19.87,68,20,10.36,few clouds
657,Puerto Rico,AR,-26.796,-55.024,87.21,29,0,4.99,clear sky
658,Khonsa,IN,27.0167,95.5667,48.33,76,0,4.52,clear sky
659,Kashi,CN,39.4547,75.9797,25.48,40,100,3.24,overcast clouds
660,Belyy Yar,RU,53.6039,91.3903,10.29,80,75,0.0,mist
661,Price,US,39.5994,-110.8107,19.11,79,20,10.36,few clouds
662,Hualmay,PE,-11.0964,-77.6139,72.0,79,88,9.04,overcast clouds
663,Sohag,EG,26.557,31.6948,69.93,24,0,12.55,clear sky
664,Uberaba,BR,-19.7483,-47.9319,67.89,97,100,6.91,overcast clouds
665,Katsuura,JP,35.1333,140.3,48.31,55,1,11.81,clear sky
666,Hobyo,SO,5.3505,48.5268,79.11,64,30,21.72,scattered clouds
667,Kuching,MY,1.55,110.3333,79.02,83,40,2.3,scattered clouds
668,Simav,TR,39.0882,28.9777,50.65,58,0,2.55,clear sky
669,Mandalgovi,MN,45.7625,106.2708,4.08,77,5,7.2,clear sky
670,Praia,CV,14.9215,-23.5087,79.34,44,20,18.41,few clouds
671,Valparaiso,CL,-33.0393,-71.6273,72.0,67,0,12.66,clear sky
672,Kayasula,RU,44.325,45.0,37.02,58,98,6.42,overcast clouds
673,Namatanai,PG,-3.6667,152.4333,78.84,80,76,3.11,light rain
674,Virginia Beach,US,36.8529,-75.978,44.62,65,0,5.75,clear sky
675,Manaure,CO,11.7751,-72.4445,79.83,70,0,12.86,clear sky
676,Mackenzie,CA,55.2999,-123.1698,18.46,98,100,2.46,overcast clouds
677,Surgut,RU,61.25,73.4167,5.18,84,40,2.24,light shower snow
678,Hvittingfoss,NO,59.4833,10.0167,40.66,56,100,1.01,light snow
679,Lazaro Cardenas,MX,17.9583,-102.2,71.74,69,28,5.12,scattered clouds
680,Schattdorf,CH,46.8655,8.6547,51.6,80,100,7.72,overcast clouds
681,Dunedin,NZ,-45.8742,170.5036,51.93,90,100,14.16,overcast clouds
682,Abu Dhabi,AE,24.4667,54.3667,71.71,54,20,10.36,few clouds
683,Sur,OM,22.5667,59.5289,73.11,60,1,22.1,clear sky
684,Pangai,TO,-19.8,-174.35,79.5,78,87,7.07,light rain
685,Ramsar,IR,36.9226,50.6426,51.4,80,89,4.92,light rain
686,Khasan,RU,42.4308,130.6434,18.12,62,0,14.7,clear sky
687,Dvinskoy,RU,62.1535,45.1175,14.86,95,100,5.48,light snow
688,Lubango,AO,-14.9172,13.4925,80.2,33,79,0.36,broken clouds
689,Banes,CU,20.9625,-75.7186,80.42,68,23,10.65,few clouds
690,Aksarka,RU,66.5606,67.7975,-15.66,100,93,1.3,overcast clouds
691,Vazante,BR,-17.9869,-46.9078,77.86,74,100,5.73,overcast clouds
692,Anage,BR,-14.6122,-41.1356,80.74,66,67,4.7,broken clouds
693,Ola,RU,59.5833,151.2833,-10.41,86,1,8.59,clear sky
694,Puerto Carreno,CO,6.189,-67.4859,84.96,55,67,12.57,broken clouds
695,Margate,GB,51.3813,1.3862,49.1,73,100,1.99,overcast clouds
696,Wajima,JP,37.4,136.9,40.48,69,100,15.55,overcast clouds
