City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
237,Suraabad,AZ,2022-12-22 00:24:42,40.8192,49.4687,45.48,70,59,12.55
238,Kaniama,CD,2022-12-22 00:24:43,-7.5667,24.1833,66.24,98,100,2.37
239,Juneau,US,2022-12-22 00:20:51,58.3019,-134.4197,19.22,91,75,0.0
240,Carnarvon,AU,2022-12-22 00:24:43,-24.8667,113.6333,81.36,52,0,16.6
241,Paita,PE,2022-12-22 00:24:43,-5.0892,-81.1144,70.61,83,19,12.97
242,Magadan,RU,2022-12-22 00:24:43,59.5667,150.8,27.81,49,96,21.7
243,Sao Filipe,CV,2022-12-22 00:24:44,14.8961,-24.4956,74.82,66,1,14.2
244,West Bay,KY,2022-12-22 00:19:47,19.3667,-81.4167,80.67,84,20,6.91
245,Cidreira,BR,2022-12-22 00:24:44,-30.1811,-50.2056,70.18,78,2,15.32
246,Fort-Shevchenko,KZ,2022-12-22 00:24:45,44.5086,50.263,34.79,75,46,15.08
247,Terney,RU,2022-12-22 00:24:45,45.0503,136.6092,24.28,93,100,20.49
248,Kudahuvadhoo,MV,2022-12-22 00:24:45,2.6708,72.8944,78.55,80,100,6.62
249,Teruel,ES,2022-12-22 00:24:45,40.6667,-0.6667,42.03,88,95,10.74
250,Tiksi,RU,2022-12-22 00:24:46,71.6872,128.8694,-16.69,97,97,5.41
251,Saldanha,ZA,2022-12-22 00:24:46,-33.0117,17.9442,65.88,80,0,9.33
252,Salinopolis,BR,2022-12-22 00:24:46,-0.6136,-47.3561,78.76,83,57,9.6
253,Villa Bruzual,VE,2022-12-22 00:24:47,9.3328,-69.1208,78.31,63,70,2.98
254,Buluang,PH,2022-12-22 00:24:47,13.3068,123.3425,77.83,88,95,5.64
255,Cap-Aux-Meules,CA,2022-12-22 00:23:05,47.3821,-61.8597,30.25,74,75,4.61
256,Ahipara,NZ,2022-12-22 00:24:47,-35.1667,173.1667,70.95,62,8,10.54
257,Marica,BR,2022-12-22 00:24:48,-22.9194,-42.8186,71.51,92,88,5.39
258,Ayorou,NE,2022-12-22 00:24:48,14.7308,0.9174,70.07,21,90,14.76
259,Namatanai,PG,2022-12-22 00:24:48,-3.6667,152.4333,84.6,68,100,5.48
260,Upernavik,GL,2022-12-22 00:24:49,72.7868,-56.1549,0.27,99,100,16.49
261,Burnie,AU,2022-12-22 00:24:49,-41.0667,145.9167,56.05,86,100,8.5
262,Pietersburg,ZA,2022-12-22 00:24:50,-23.9045,29.4688,58.05,88,60,8.05
263,Dingle,PH,2022-12-22 00:24:50,10.9995,122.6711,78.44,87,42,6.17
264,Pangkalanbuun,ID,2022-12-22 00:24:51,-2.6833,111.6167,76.8,92,99,3.06
265,Poum,NC,2022-12-22 00:24:51,-20.2333,164.0167,79.32,76,75,4.03
266,Geraldton,AU,2022-12-22 00:24:51,-28.7667,114.6,88.21,22,69,12.66
267,Cururupu,BR,2022-12-22 00:22:39,-1.8283,-44.8683,76.15,83,86,3.22
268,Inta,RU,2022-12-22 00:24:52,66.0317,60.1659,-11.67,93,16,13.06
269,Klaksvik,FO,2022-12-22 00:24:52,62.2266,-6.589,40.12,71,100,37.09
270,Makat,KZ,2022-12-22 00:24:52,47.6469,53.3463,27.18,79,99,7.47
271,Cascais,PT,2022-12-22 00:22:28,38.6979,-9.4215,64.51,95,85,30.0
272,Atasu,KZ,2022-12-22 00:24:53,48.6814,71.6433,-2.92,100,100,8.61
273,Camana,PE,2022-12-22 00:24:53,-16.6228,-72.7111,71.31,83,87,5.97
274,Bonthe,SL,2022-12-22 00:24:54,7.5264,-12.505,79.05,80,99,4.9
